V1,	V2,	V3,	V4,	V5,	V6,	V7,	V8,	V9,	V10,	V11,	V12,	V13,	V14
7486,	0.0,	e,	NA,	nan,	a,	e,	d,	a,	a,	0.0,	nan,	nan,	a,	0
7487,	nan,	f,	a,	0.79998,	c,	c,	a,	a,	a,	0.0,	0.0,	nan,	e,	0
7488,	0.28767,	f,	h,	0.59999,	a,	a,	d,	c,	b,	nan,	nan,	0.39794,	a,	0
7489,	0.45203,	e,	h,	0.59999,	c,	k,	a,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7490,	0.01369,	c,	k,	0.33333,	a,	NA,	a,	NA,	a,	0.0,	0.0,	nan,	a,	0
7491,	0.68493,	c,	d,	0.86665,	a,	c,	NA,	a,	NA,	0.0,	0.0,	1.0,	a,	0
7492,	0.39724,	c,	b,	0.53333,	b,	i,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7493,	0.58905,	b,	a,	0.79998,	b,	f,	b,	a,	NA,	0.0,	0.0,	0.49997,	a,	0
7494,	nan,	NA,	NA,	nan,	a,	d,	NA,	a,	b,	0.0,	0.0,	nan,	a,	0
7495,	0.17808,	c,	h,	0.59999,	a,	e,	d,	b,	b,	0.0,	0.0,	0.39794,	a,	0
7496,	0.53422,	a,	NA,	1.0,	NA,	NA,	a,	e,	a,	nan,	0.0,	0.39794,	A,	0
7497,	0.27395,	c,	NA,	0.79998,	a,	a,	e,	NA,	b,	nan,	0.0,	0.26530,	a,	0
7498,	nan,	c,	l,	0.06666,	c,	n,	e,	NA,	b,	0.0,	nan,	nan,	b,	0
7499,	0.09588,	NA,	b,	0.53333,	a,	a,	a,	NA,	b,	0.0,	0.0,	0.29591,	NA,	0
7500,	0.05479,	c,	b,	0.53333,	a,	i,	NA,	a,	a,	0.0,	0.0,	0.34694,	d,	0
7501,	nan,	c,	NA,	0.46666,	b,	d,	f,	d,	a,	0.0,	0.0,	0.39794,	d,	0
7502,	0.31504,	c,	NA,	nan,	a,	i,	NA,	a,	a,	nan,	0.0,	0.27550,	a,	0
7503,	0.08218,	c,	h,	0.59999,	d,	l,	d,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
7504,	0.35614,	b,	h,	0.59999,	a,	g,	NA,	b,	a,	0.0,	nan,	0.29591,	a,	0
7505,	nan,	c,	k,	0.33333,	g,	e,	f,	e,	NA,	0.0,	0.0,	0.39794,	o,	0
7506,	0.01369,	c,	h,	0.59999,	a,	e,	NA,	b,	a,	0.0,	0.0,	nan,	NA,	0
7507,	0.15068,	c,	b,	0.53333,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.31632,	NA,	0
7508,	0.0,	NA,	c,	0.40000,	a,	NA,	d,	a,	b,	0.0,	0.0,	nan,	NA,	0
7509,	0.06849,	c,	j,	nan,	a,	NA,	f,	NA,	b,	nan,	0.0,	0.39794,	NA,	0
7510,	nan,	c,	NA,	0.53333,	f,	i,	a,	a,	a,	nan,	0.0,	nan,	a,	0
7511,	0.31504,	f,	b,	nan,	NA,	a,	e,	b,	b,	0.0,	0.0,	0.34694,	a,	0
7512,	0.24657,	c,	NA,	0.53333,	a,	NA,	a,	NA,	a,	0.0,	0.32322,	0.39794,	a,	0
7513,	nan,	b,	a,	0.79998,	b,	NA,	b,	e,	NA,	0.0,	0.0,	0.49997,	o,	0
7514,	0.04109,	NA,	h,	nan,	a,	NA,	NA,	NA,	NA,	0.0,	0.36775,	0.39794,	z,	0
7515,	nan,	b,	h,	0.59999,	c,	i,	a,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7516,	0.53422,	NA,	NA,	0.79998,	g,	c,	NA,	a,	NA,	nan,	nan,	0.39794,	a,	0
7517,	0.46575,	d,	b,	0.53333,	b,	a,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7518,	nan,	c,	h,	nan,	NA,	i,	NA,	a,	a,	0.0,	0.0,	nan,	NA,	0
7519,	0.23289,	c,	h,	0.59999,	d,	d,	a,	d,	a,	0.0,	0.0,	0.39794,	a,	0
7520,	0.08218,	c,	h,	0.59999,	a,	l,	d,	a,	b,	0.0,	0.0,	0.24489,	a,	0
7521,	0.63015,	NA,	b,	0.53333,	g,	NA,	a,	b,	b,	0.0,	0.0,	0.10203,	a,	0
7522,	nan,	f,	a,	0.79998,	a,	k,	d,	b,	a,	nan,	nan,	0.47959,	a,	0
7523,	0.13698,	c,	h,	0.59999,	NA,	e,	NA,	NA,	a,	0.0,	0.0,	nan,	a,	0
7524,	0.15068,	f,	h,	nan,	b,	k,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
7525,	0.47944,	NA,	g,	0.19998,	c,	NA,	a,	a,	b,	nan,	0.0,	0.64285,	a,	0
7526,	0.19177,	d,	b,	0.53333,	b,	a,	b,	b,	NA,	0.0,	0.0,	0.49997,	NA,	0
7527,	nan,	NA,	h,	0.59999,	NA,	a,	e,	a,	NA,	nan,	0.0,	0.37755,	NA,	0
7528,	nan,	NA,	h,	0.59999,	NA,	h,	a,	a,	b,	0.0,	nan,	0.49997,	NA,	0
7529,	0.35614,	f,	NA,	0.53333,	f,	f,	e,	b,	a,	nan,	0.0,	0.39794,	a,	0
7530,	0.69862,	NA,	b,	nan,	b,	NA,	NA,	a,	a,	nan,	0.0,	0.34694,	a,	0
7531,	nan,	NA,	NA,	0.40000,	b,	e,	b,	a,	NA,	nan,	nan,	0.39794,	a,	0
7532,	0.12328,	c,	b,	0.53333,	NA,	d,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7533,	0.06849,	c,	c,	0.40000,	NA,	l,	a,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
7534,	nan,	c,	h,	0.59999,	b,	l,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
7535,	nan,	c,	h,	0.59999,	b,	d,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7536,	nan,	c,	NA,	0.53333,	d,	e,	a,	a,	b,	0.0,	0.0,	0.55101,	a,	0
7537,	0.17808,	c,	b,	0.53333,	b,	i,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7538,	0.28767,	c,	n,	0.46666,	NA,	e,	b,	a,	a,	0.03942,	0.0,	0.39794,	a,	0
7539,	nan,	c,	b,	0.53333,	b,	a,	NA,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7540,	0.80823,	c,	b,	0.53333,	b,	l,	b,	a,	a,	0.01423,	0.0,	0.23469,	a,	0
7541,	0.05479,	NA,	i,	0.66665,	a,	NA,	e,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7542,	0.65752,	c,	NA,	nan,	g,	e,	e,	a,	b,	0.0,	0.0,	nan,	a,	0
7543,	0.16438,	c,	a,	0.79998,	b,	NA,	NA,	a,	b,	nan,	0.0,	0.23469,	a,	0
7544,	0.20548,	c,	a,	0.79998,	a,	NA,	NA,	a,	a,	nan,	0.0,	0.44897,	a,	0
7545,	0.64383,	c,	b,	nan,	b,	j,	b,	a,	NA,	nan,	nan,	0.15306,	NA,	0
7546,	0.69862,	NA,	b,	0.53333,	b,	NA,	NA,	NA,	a,	nan,	0.0,	0.14285,	a,	0
7547,	0.24657,	c,	h,	0.59999,	b,	j,	b,	a,	NA,	0.0,	0.0,	0.35713,	a,	0
7548,	0.49312,	c,	h,	0.59999,	c,	a,	a,	a,	b,	0.0,	nan,	nan,	a,	0
7549,	0.09588,	c,	i,	0.66665,	a,	NA,	NA,	e,	a,	0.0,	nan,	nan,	w,	0
7550,	0.19177,	c,	NA,	0.59999,	c,	a,	e,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
7551,	0.10958,	c,	h,	0.59999,	NA,	NA,	b,	a,	NA,	0.0,	0.0,	0.37755,	a,	0
7552,	0.26026,	c,	b,	0.53333,	b,	d,	b,	a,	a,	nan,	0.0,	0.44897,	a,	0
7553,	0.16438,	c,	h,	0.59999,	a,	NA,	a,	a,	NA,	0.0,	0.0,	0.60204,	a,	0
7554,	0.34246,	b,	o,	1.0,	a,	c,	a,	a,	b,	0.0,	0.0,	0.44897,	a,	0
7555,	0.17808,	NA,	b,	0.53333,	NA,	NA,	a,	a,	b,	0.0,	nan,	0.39794,	a,	0
7556,	0.20548,	e,	NA,	0.59999,	a,	j,	a,	a,	a,	0.0,	0.0,	nan,	b,	0
7557,	0.02739,	NA,	b,	0.53333,	a,	NA,	d,	a,	a,	0.0,	nan,	0.39794,	a,	0
7558,	0.06849,	c,	NA,	0.53333,	b,	NA,	b,	a,	a,	nan,	0.0,	0.47959,	a,	0
7559,	0.71230,	c,	b,	nan,	NA,	i,	NA,	a,	a,	0.0,	0.0,	0.15306,	a,	0
7560,	0.76713,	NA,	c,	nan,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.07142,	a,	0
7561,	0.01369,	NA,	c,	0.40000,	a,	NA,	NA,	NA,	NA,	0.0,	0.0,	0.19387,	a,	0
7562,	0.21916,	b,	b,	0.53333,	a,	NA,	a,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7563,	0.06849,	f,	h,	nan,	a,	a,	a,	a,	NA,	nan,	0.0,	0.55101,	a,	0
7564,	0.04109,	d,	NA,	nan,	a,	a,	f,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
7565,	0.15068,	b,	h,	0.59999,	b,	i,	NA,	a,	a,	nan,	0.0,	0.39794,	a,	0
7566,	nan,	c,	b,	0.53333,	NA,	b,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7567,	0.13698,	c,	b,	0.53333,	NA,	e,	a,	a,	a,	0.0,	0.0,	nan,	a,	0
7568,	0.06849,	NA,	b,	0.53333,	NA,	NA,	d,	a,	a,	0.0,	nan,	0.39794,	a,	0
7569,	0.68493,	b,	b,	nan,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.34694,	a,	0
7570,	0.19177,	e,	b,	0.53333,	b,	j,	NA,	NA,	NA,	0.0,	0.0,	0.39794,	NA,	0
7571,	nan,	NA,	h,	0.59999,	a,	NA,	e,	a,	b,	0.0,	0.0,	nan,	a,	0
7572,	0.21916,	NA,	a,	0.79998,	a,	c,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7573,	0.13698,	c,	b,	0.53333,	b,	g,	b,	b,	a,	0.0,	0.0,	0.60204,	a,	0
7574,	0.26026,	c,	h,	nan,	a,	g,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7575,	0.21916,	c,	f,	0.73332,	c,	l,	NA,	a,	b,	0.0,	0.0,	0.44897,	a,	0
7576,	0.10958,	c,	b,	nan,	NA,	b,	f,	a,	a,	0.0,	0.0,	0.44897,	NA,	0
7577,	0.32877,	NA,	b,	0.53333,	b,	e,	b,	a,	a,	0.0,	nan,	0.09183,	a,	0
7578,	0.12328,	c,	b,	0.53333,	a,	e,	a,	a,	a,	0.0,	0.0,	nan,	a,	0
7579,	nan,	c,	h,	0.59999,	a,	a,	d,	b,	b,	0.0,	0.0,	0.39794,	a,	0
7580,	0.21916,	NA,	b,	0.53333,	a,	e,	e,	b,	b,	0.01831,	0.0,	0.39794,	NA,	0
7581,	nan,	a,	NA,	0.86665,	b,	c,	b,	e,	a,	0.0,	nan,	0.16326,	z,	0
7582,	nan,	b,	b,	0.53333,	g,	e,	a,	a,	b,	0.0,	0.0,	0.19387,	NA,	0
7583,	0.46575,	c,	NA,	0.53333,	NA,	e,	a,	NA,	NA,	0.0,	0.0,	0.23469,	a,	0
7584,	nan,	NA,	d,	0.86665,	NA,	l,	a,	e,	a,	0.0,	0.0,	0.39794,	A,	0
7585,	0.31504,	e,	a,	0.79998,	b,	c,	b,	a,	a,	0.0,	0.0,	0.60204,	a,	0
7586,	0.02739,	c,	NA,	0.53333,	a,	NA,	f,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7587,	nan,	c,	b,	nan,	NA,	NA,	e,	a,	b,	0.0,	nan,	nan,	a,	0
7588,	0.04109,	NA,	h,	0.59999,	a,	c,	a,	a,	b,	0.0,	0.0,	0.19387,	NA,	0
7589,	0.32877,	c,	NA,	0.53333,	g,	j,	f,	a,	NA,	0.00914,	0.0,	0.39794,	a,	0
7590,	0.16438,	c,	h,	0.59999,	NA,	e,	c,	c,	b,	0.0,	0.0,	0.39794,	a,	0
7591,	0.60274,	c,	b,	0.53333,	NA,	j,	a,	a,	NA,	0.0,	0.0,	0.39794,	NA,	0
7592,	0.10958,	c,	c,	0.40000,	NA,	i,	a,	a,	NA,	0.0,	0.0,	0.39794,	d,	0
7593,	0.12328,	c,	b,	0.53333,	b,	d,	b,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7594,	0.35614,	c,	a,	0.79998,	a,	NA,	a,	NA,	b,	nan,	0.0,	0.39794,	a,	0
7595,	0.0,	c,	g,	0.19998,	NA,	i,	a,	NA,	a,	0.0,	0.0,	0.44897,	a,	0
7596,	0.76713,	NA,	b,	0.53333,	b,	d,	NA,	NA,	NA,	0.03471,	nan,	0.39794,	f,	0
7597,	0.39724,	f,	NA,	0.59999,	c,	d,	d,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7598,	nan,	NA,	NA,	0.59999,	a,	NA,	NA,	a,	a,	0.0,	0.0,	nan,	NA,	0
7599,	0.27395,	c,	b,	0.53333,	c,	d,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7600,	nan,	c,	h,	0.59999,	b,	a,	NA,	a,	NA,	0.0,	0.0,	nan,	NA,	0
7601,	0.41097,	NA,	NA,	0.53333,	c,	NA,	d,	a,	a,	0.0,	nan,	0.39794,	NA,	0
7602,	0.41097,	f,	d,	0.86665,	NA,	NA,	a,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7603,	nan,	c,	NA,	0.79998,	NA,	NA,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7604,	0.16438,	c,	b,	0.53333,	a,	a,	a,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
7605,	0.21916,	c,	a,	nan,	b,	j,	d,	a,	a,	0.0,	0.0,	0.55101,	NA,	0
7606,	0.04109,	c,	b,	0.53333,	a,	g,	f,	a,	a,	nan,	0.0,	0.39794,	a,	0
7607,	0.15068,	c,	k,	0.33333,	b,	i,	c,	d,	b,	0.0,	0.0,	0.47959,	u,	0
7608,	0.12328,	c,	a,	nan,	NA,	c,	a,	a,	NA,	0.0,	0.0,	0.44897,	NA,	0
7609,	0.32877,	a,	d,	0.86665,	NA,	c,	b,	NA,	a,	0.0,	nan,	0.39794,	a,	0
7610,	0.68493,	NA,	g,	0.19998,	b,	NA,	NA,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7611,	0.35614,	c,	a,	0.79998,	b,	l,	b,	a,	a,	0.0,	0.0,	0.49997,	a,	0
7612,	0.24657,	c,	e,	0.26665,	b,	NA,	b,	a,	a,	nan,	nan,	0.45917,	a,	0
7613,	nan,	c,	NA,	0.46666,	a,	e,	d,	NA,	b,	0.0,	0.0,	0.24489,	a,	0
7614,	0.52054,	NA,	h,	nan,	c,	a,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7615,	nan,	c,	NA,	0.53333,	c,	d,	d,	NA,	b,	0.0,	0.0,	0.39794,	NA,	0
7616,	0.64383,	c,	b,	0.53333,	NA,	n,	a,	a,	b,	0.0,	nan,	0.14285,	a,	0
7617,	0.23289,	b,	i,	0.66665,	b,	i,	b,	a,	a,	0.0,	0.0,	0.75508,	a,	0
7618,	0.10958,	c,	b,	0.53333,	a,	e,	d,	a,	b,	0.0,	0.0,	0.07142,	a,	0
7619,	0.05479,	c,	h,	0.59999,	a,	g,	d,	b,	a,	0.0,	0.0,	0.39794,	a,	0
7620,	0.27395,	c,	NA,	0.06666,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.53059,	NA,	0
7621,	0.30136,	c,	h,	0.59999,	NA,	l,	NA,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7622,	0.23289,	NA,	h,	0.59999,	c,	a,	a,	a,	b,	0.0,	nan,	0.49997,	NA,	0
7623,	0.08218,	c,	a,	0.79998,	a,	j,	a,	NA,	b,	0.0,	0.0,	0.44897,	NA,	0
7624,	0.10958,	c,	b,	0.53333,	b,	a,	c,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
7625,	0.46575,	c,	f,	nan,	b,	l,	b,	a,	a,	0.0,	0.0,	0.49997,	NA,	0
7626,	0.16438,	c,	b,	0.53333,	a,	f,	e,	NA,	a,	0.0,	0.0,	0.34694,	a,	0
7627,	0.13698,	a,	a,	0.79998,	NA,	k,	NA,	b,	NA,	0.0,	0.0,	0.47959,	a,	0
7628,	0.49312,	c,	b,	0.53333,	b,	n,	f,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7629,	0.17808,	c,	o,	1.0,	NA,	NA,	NA,	a,	a,	0.0,	nan,	0.39794,	NA,	0
7630,	nan,	NA,	b,	0.53333,	c,	l,	e,	c,	b,	0.0,	0.0,	0.47959,	a,	0
7631,	0.72603,	NA,	e,	0.26665,	NA,	NA,	e,	a,	b,	0.0,	nan,	0.24489,	a,	0
7632,	0.09588,	NA,	NA,	0.59999,	a,	NA,	d,	a,	b,	0.0,	nan,	0.39794,	a,	0
7633,	0.78082,	NA,	f,	0.73332,	g,	NA,	a,	NA,	b,	0.0,	0.0,	0.19387,	a,	0
7634,	0.08218,	NA,	h,	0.59999,	a,	NA,	a,	a,	b,	0.0,	0.0,	0.24489,	NA,	0
7635,	0.32877,	NA,	d,	0.86665,	NA,	NA,	b,	a,	a,	nan,	nan,	0.55101,	a,	0
7636,	0.38356,	c,	b,	0.53333,	a,	l,	NA,	a,	b,	0.0,	0.0,	0.18367,	NA,	0
7637,	0.24657,	NA,	b,	0.53333,	b,	d,	NA,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7638,	0.05479,	NA,	NA,	0.53333,	a,	b,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7639,	0.38356,	c,	c,	0.40000,	d,	a,	e,	b,	b,	0.0,	nan,	nan,	a,	0
7640,	0.01369,	c,	c,	nan,	a,	l,	a,	a,	b,	nan,	nan,	0.29591,	a,	0
7641,	0.43834,	c,	a,	0.79998,	a,	n,	a,	a,	a,	0.0,	0.0,	0.24489,	a,	0
7642,	0.43834,	c,	i,	0.66665,	NA,	c,	NA,	a,	b,	0.0,	0.0,	0.35713,	NA,	0
7643,	0.38356,	NA,	a,	0.79998,	b,	c,	b,	a,	NA,	0.0,	0.0,	0.36732,	a,	0
7644,	nan,	c,	b,	0.53333,	a,	b,	f,	e,	a,	0.0,	0.0,	0.39794,	NA,	0
7645,	nan,	NA,	h,	0.59999,	b,	NA,	b,	NA,	a,	0.0,	0.0,	0.39794,	o,	0
7646,	nan,	c,	h,	nan,	NA,	d,	a,	NA,	a,	0.0,	0.0,	nan,	a,	0
7647,	0.24657,	c,	c,	nan,	b,	l,	b,	a,	a,	nan,	0.0,	0.34694,	a,	0
7648,	0.02739,	c,	b,	0.53333,	NA,	i,	f,	a,	NA,	0.0,	nan,	0.39794,	a,	0
7649,	0.21916,	c,	h,	0.59999,	a,	e,	a,	NA,	b,	0.0,	nan,	0.27550,	a,	0
7650,	nan,	c,	h,	0.59999,	f,	a,	a,	a,	b,	0.0,	nan,	0.39794,	a,	0
7651,	nan,	NA,	b,	0.53333,	b,	NA,	NA,	NA,	a,	0.0,	0.59754,	0.31632,	NA,	0
7652,	0.30136,	e,	h,	0.59999,	b,	c,	b,	NA,	a,	nan,	0.0,	0.24489,	a,	0
7653,	0.06849,	c,	b,	nan,	d,	a,	e,	a,	b,	0.0,	nan,	nan,	a,	0
7654,	0.34246,	c,	k,	nan,	b,	i,	NA,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
7655,	0.06849,	NA,	h,	nan,	a,	a,	d,	NA,	a,	0.0,	nan,	nan,	a,	0
7656,	0.01369,	c,	b,	0.53333,	a,	i,	d,	NA,	NA,	nan,	nan,	0.39794,	a,	0
7657,	0.15068,	c,	b,	0.53333,	b,	NA,	b,	NA,	a,	0.0,	0.0,	nan,	a,	0
7658,	0.34246,	c,	NA,	0.19998,	f,	c,	f,	a,	a,	nan,	0.0,	nan,	e,	0
7659,	0.04109,	c,	NA,	0.59999,	a,	NA,	d,	a,	NA,	0.02175,	0.0,	0.24489,	NA,	0
7660,	nan,	f,	NA,	0.59999,	b,	k,	b,	a,	a,	0.0,	0.0,	0.47959,	a,	0
7661,	0.19177,	NA,	b,	0.53333,	d,	NA,	e,	NA,	NA,	0.0,	0.0,	0.39794,	NA,	0
7662,	0.16438,	c,	NA,	0.66665,	a,	NA,	a,	NA,	a,	nan,	nan,	0.39794,	a,	0
7663,	0.39724,	NA,	h,	0.59999,	b,	e,	b,	NA,	a,	0.0,	nan,	0.39794,	a,	0
7664,	0.20548,	NA,	o,	1.0,	a,	c,	a,	a,	a,	0.0,	0.0,	0.77550,	a,	0
7665,	nan,	c,	b,	0.53333,	g,	a,	e,	a,	b,	0.0,	0.0,	0.23469,	a,	0
7666,	0.35614,	b,	c,	nan,	b,	i,	NA,	a,	a,	0.0,	0.0,	nan,	a,	0
7667,	0.24657,	NA,	b,	nan,	a,	b,	a,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
7668,	0.30136,	a,	a,	0.79998,	NA,	NA,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7669,	0.01369,	NA,	c,	0.40000,	a,	NA,	d,	a,	a,	0.0,	0.0,	nan,	a,	0
7670,	0.34246,	b,	h,	0.59999,	b,	NA,	NA,	a,	NA,	nan,	0.0,	0.60204,	NA,	0
7671,	0.08218,	c,	a,	0.79998,	a,	c,	a,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7672,	0.20548,	c,	a,	0.79998,	b,	NA,	NA,	a,	a,	0.0,	0.0,	0.44897,	NA,	0
7673,	0.08218,	NA,	f,	0.73332,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7674,	0.13698,	c,	b,	0.53333,	a,	e,	f,	b,	b,	0.0,	0.0,	nan,	a,	0
7675,	0.53422,	c,	b,	0.53333,	b,	i,	b,	a,	NA,	0.0,	nan,	0.60204,	a,	0
7676,	0.15068,	b,	NA,	0.59999,	a,	c,	e,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7677,	0.38356,	c,	NA,	0.53333,	NA,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7678,	0.15068,	c,	NA,	0.53333,	b,	d,	c,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7679,	0.15068,	NA,	h,	0.59999,	b,	k,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7680,	0.01369,	c,	h,	0.59999,	a,	d,	a,	a,	b,	0.0,	0.0,	0.14285,	a,	0
7681,	0.61642,	c,	g,	nan,	c,	b,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7682,	0.24657,	c,	n,	0.46666,	NA,	d,	e,	a,	b,	nan,	nan,	0.39794,	a,	0
7683,	0.30136,	NA,	NA,	0.33333,	b,	NA,	b,	a,	NA,	0.0,	0.0,	0.60204,	a,	0
7684,	0.09588,	c,	h,	nan,	a,	NA,	a,	b,	a,	0.0,	0.0,	0.19387,	a,	0
7685,	0.56164,	c,	e,	0.26665,	c,	f,	a,	b,	a,	0.0,	0.0,	nan,	a,	0
7686,	0.42466,	c,	b,	0.53333,	c,	l,	a,	a,	a,	0.0,	nan,	0.39794,	NA,	0
7687,	nan,	c,	a,	0.79998,	b,	l,	b,	a,	NA,	0.0,	0.0,	0.60204,	NA,	0
7688,	0.10958,	c,	b,	0.53333,	b,	l,	NA,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7689,	0.16438,	b,	g,	0.19998,	b,	f,	NA,	a,	a,	0.0,	0.0,	0.72447,	a,	0
7690,	0.28767,	c,	f,	0.73332,	c,	j,	e,	NA,	b,	0.0,	0.0,	nan,	a,	0
7691,	0.05479,	NA,	NA,	0.59999,	a,	e,	d,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
7692,	0.23289,	b,	b,	0.53333,	b,	f,	NA,	a,	a,	0.0,	0.0,	nan,	a,	0
7693,	nan,	NA,	a,	0.79998,	a,	l,	e,	a,	b,	0.0,	0.0,	0.31632,	a,	0
7694,	nan,	c,	b,	0.53333,	c,	c,	e,	b,	b,	nan,	0.0,	0.39794,	a,	0
7695,	nan,	d,	i,	0.66665,	c,	j,	NA,	b,	b,	nan,	0.0,	0.44897,	a,	0
7696,	0.17808,	NA,	a,	0.79998,	a,	c,	a,	a,	NA,	0.0,	0.0,	0.70408,	a,	0
7697,	0.16438,	a,	d,	0.86665,	b,	c,	b,	e,	a,	0.0,	nan,	0.19387,	z,	0
7698,	0.06849,	a,	h,	0.59999,	a,	a,	a,	d,	a,	0.0,	0.0,	0.19387,	a,	0
7699,	0.34246,	c,	b,	nan,	b,	g,	b,	a,	a,	0.0,	0.0,	0.49997,	a,	0
7700,	0.02739,	NA,	h,	0.59999,	NA,	NA,	NA,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
7701,	0.19177,	c,	h,	0.59999,	c,	e,	e,	a,	b,	0.0,	0.0,	0.47959,	NA,	0
7702,	0.34246,	NA,	a,	0.79998,	NA,	c,	b,	a,	a,	0.0,	0.0,	0.20407,	a,	0
7703,	0.04109,	c,	h,	0.59999,	a,	e,	d,	a,	a,	0.0,	0.0,	0.19387,	a,	0
7704,	0.46575,	NA,	NA,	0.53333,	b,	NA,	b,	a,	a,	nan,	nan,	nan,	a,	0
7705,	0.13698,	e,	e,	0.26665,	a,	i,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7706,	nan,	c,	c,	0.40000,	a,	e,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7707,	0.04109,	c,	h,	0.59999,	a,	k,	d,	a,	a,	0.0,	nan,	0.39794,	NA,	0
7708,	0.47944,	NA,	b,	0.53333,	b,	d,	b,	a,	a,	0.0,	nan,	0.39794,	NA,	0
7709,	0.21916,	c,	b,	nan,	c,	a,	a,	a,	NA,	0.0,	0.0,	0.37755,	a,	0
7710,	0.19177,	c,	NA,	0.79998,	b,	NA,	b,	e,	NA,	0.0,	nan,	0.60204,	v,	0
7711,	0.09588,	c,	h,	nan,	b,	NA,	c,	a,	b,	0.0,	0.0,	0.39794,	a,	0
7712,	0.53422,	NA,	a,	0.79998,	b,	d,	b,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
7713,	0.02739,	NA,	h,	0.59999,	a,	NA,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
7714,	nan,	c,	c,	0.40000,	b,	i,	NA,	a,	a,	0.03942,	0.0,	0.49997,	a,	0
7715,	0.01369,	c,	b,	0.53333,	a,	NA,	f,	a,	b,	0.01055,	0.0,	0.29591,	NA,	0
7716,	0.35614,	c,	NA,	0.59999,	b,	d,	b,	NA,	a,	0.0,	0.0,	0.49997,	a,	0
7717,	0.05479,	c,	b,	0.53333,	b,	a,	NA,	a,	a,	0.0,	nan,	0.39794,	a,	0
7718,	0.46575,	c,	b,	0.53333,	b,	a,	c,	a,	NA,	0.0,	nan,	0.39794,	NA,	0
7719,	0.04109,	NA,	c,	nan,	NA,	NA,	f,	a,	b,	0.0,	0.0,	0.38774,	a,	0
7720,	0.04109,	c,	b,	0.53333,	NA,	e,	NA,	NA,	NA,	0.0,	nan,	0.29591,	NA,	0
7721,	0.41097,	c,	a,	nan,	c,	i,	a,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
7722,	0.86301,	b,	g,	0.19998,	g,	f,	a,	a,	NA,	0.0,	0.0,	0.34694,	NA,	0
7723,	0.41097,	b,	b,	0.53333,	NA,	a,	NA,	a,	b,	0.0,	nan,	0.34694,	m,	0
