V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
9614,16.234,36,42,2.8648,61,26,49,101,59,1396.1,0,12.732,98,+
9615,9.8676,92,20,4.138,NA,82,NA,NA,37,0,NA,11.141,NA,+
9616,12.414,57,42,2.8648,NA,83,49,101,NA,0,600.65,12.732,98,+
9617,NA,80,20,NA,61,NA,103,101,37,0,605.43,NA,98,+
9618,12.732,NA,42,NA,NA,34,49,NA,59,0,0,14.324,98,+
9619,13.051,80,20,4.138,61,94,103,101,37,0,0,7.9577,98,+
9620,14.961,80,42,NA,NA,34,103,101,37,0,0,NA,98,+
9621,11.459,80,42,2.8648,61,NA,49,101,59,0,NA,19.099,NA,+
9622,17.189,80,42,2.8648,NA,26,49,101,NA,0,0,NA,98,+
9623,11.141,57,20,4.138,NA,NA,49,101,59,NA,0,NA,98,+
9624,NA,87,29,5.093,61,82,49,101,NA,0,0,19.099,98,+
9625,15.279,80,20,4.138,28,85,99,101,59,0,0,12.732,98,+
9626,19.417,NA,NA,4.138,61,82,49,101,59,4782.3,0,15.915,98,+
9627,18.462,87,42,NA,61,34,NA,101,37,NA,0,6.3662,98,+
9628,9.8676,80,NA,4.7746,NA,NA,68,101,59,NA,0,NA,NA,+
9629,10.186,80,19,3.5014,NA,26,49,101,59,NA,0,17.507,98,+
9630,14.006,92,63,4.4563,61,82,49,101,59,0,0,12.732,98,+
9631,23.873,88,20,4.138,102,82,99,101,NA,0,0,15.279,98,+
9632,17.189,88,NA,4.7746,61,82,49,17,59,31831,0,15.915,75,+
9633,14.961,88,NA,4.138,NA,NA,49,101,59,0,0,12.732,98,+
9634,14.006,NA,63,4.4563,61,82,49,101,59,0,0,14.324,NA,+
9635,NA,80,42,NA,NA,NA,49,NA,59,0,0,14.642,NA,+
9636,8.9127,80,90,3.1831,61,26,49,101,59,0,0,15.915,39,+
9637,10.504,57,20,4.138,61,14,49,NA,59,0,588.24,14.324,98,+
9638,13.369,NA,90,3.1831,61,NA,49,101,59,0,0,12.732,98,+
9639,9.8676,NA,20,4.138,NA,85,49,101,59,0,NA,12.732,98,+
9640,14.961,NA,18,3.8197,NA,14,49,101,59,0,0,12.732,98,+
9641,15.597,80,90,NA,61,85,103,101,NA,0,0,NA,98,+
9642,NA,88,42,2.8648,61,NA,49,101,59,0,0,15.915,NA,+
9643,18.78,88,42,2.8648,61,34,49,NA,59,0,605.43,16.552,98,+
9644,17.507,80,NA,3.1831,61,NA,103,101,37,0,0,12.732,98,+
9645,NA,57,20,4.138,65,82,68,101,NA,0,0,15.915,98,+
9646,11.141,80,20,4.138,61,85,49,101,59,0,0,19.099,98,+
9647,NA,80,63,4.4563,61,82,49,101,NA,0,0,NA,98,+
9648,19.099,NA,90,NA,61,NA,49,101,59,0,0,NA,98,+
9649,14.324,80,20,4.138,61,85,103,101,37,0,0,13.369,98,+
9650,11.777,36,63,4.4563,NA,82,49,101,59,NA,0,NA,NA,+
9651,7.6394,57,90,3.1831,61,83,49,101,59,0,NA,22.918,NA,+
9652,13.687,NA,90,3.1831,61,26,49,NA,59,0,0,12.732,98,+
9653,16.234,NA,NA,3.5014,61,NA,NA,101,59,0,0,NA,98,+
9654,14.642,80,20,4.138,61,34,NA,101,59,4782.3,0,19.099,98,+
9655,9.5493,80,20,NA,65,94,68,101,37,0,NA,NA,98,+
9656,13.687,57,63,4.4563,61,NA,NA,101,59,0,0,12.732,98,+
9657,13.051,36,63,4.4563,61,34,49,101,59,0,0,NA,98,+
9658,15.597,80,18,NA,61,85,49,NA,59,4782.3,0,19.099,98,+
9659,12.414,NA,81,4.7746,NA,82,NA,NA,59,0,NA,14.324,98,+
9660,14.006,80,20,4.138,61,NA,NA,NA,59,NA,NA,12.732,98,+
9661,15.279,80,20,4.138,61,34,49,101,59,0,0,14.324,98,+
9662,11.459,NA,42,2.8648,61,NA,49,101,59,2323,NA,15.915,98,+
9663,15.915,80,42,2.8648,61,83,49,101,59,0,0,12.732,98,+
9664,20.69,88,90,3.1831,61,58,49,101,59,NA,0,NA,98,+
9665,12.096,80,20,NA,61,85,49,101,59,0,0,12.732,98,+
9666,NA,80,81,4.7746,NA,82,68,101,59,NA,0,12.732,98,+
9667,17.825,80,20,NA,61,NA,49,101,59,NA,0,15.915,98,+
9668,19.099,NA,42,2.8648,61,NA,49,101,59,0,NA,12.732,98,+
9669,14.642,36,63,4.4563,61,34,49,101,59,0,0,12.732,NA,+
9670,14.006,87,90,3.1831,NA,34,49,101,NA,0,0,NA,98,+
9671,19.099,NA,90,3.1831,28,NA,68,101,37,0,0,12.732,NA,+
9672,14.961,57,63,NA,61,NA,49,101,NA,0,NA,11.141,NA,+
9673,14.961,36,18,3.8197,NA,14,49,21,59,0,0,12.732,98,+
9674,10.186,NA,42,2.8648,61,85,49,101,59,NA,NA,12.732,NA,+
9675,11.459,80,42,2.8648,61,NA,NA,101,59,0,0,12.732,98,+
9676,12.414,NA,90,3.1831,61,26,49,21,59,NA,0,16.552,98,+
9677,17.189,NA,20,4.138,61,34,NA,101,NA,0,0,NA,98,+
9678,17.507,92,20,NA,61,NA,49,101,59,2447.2,0,12.096,NA,+
9679,11.777,80,42,NA,61,44,103,101,NA,0,NA,12.732,98,+
9680,20.054,80,20,4.138,61,NA,103,101,37,2447.2,0,11.459,98,+
9681,NA,57,63,4.4563,61,82,NA,21,NA,NA,629.3,12.732,NA,+
9682,NA,80,18,3.8197,61,85,49,101,59,NA,0,NA,98,+
9683,NA,57,42,NA,61,34,49,NA,59,2323,NA,12.732,98,+
9684,9.231,80,29,5.093,61,NA,49,101,59,NA,0,15.915,98,+
9685,17.825,80,42,2.8648,61,26,NA,101,59,987.72,0,12.732,NA,+
9686,8.9127,80,20,4.138,61,85,49,101,59,NA,0,19.099,NA,+
9687,NA,80,90,3.1831,61,34,49,101,59,NA,NA,NA,98,+
9688,NA,92,63,4.4563,61,82,49,101,59,2447.2,0,15.915,98,+
9689,NA,80,NA,4.7746,61,NA,49,101,59,0,0,11.459,98,+
9690,16.552,80,90,3.1831,61,96,49,101,59,4782.3,0,NA,23,+
9691,NA,80,NA,4.138,61,34,NA,101,59,0,0,NA,98,+
9692,19.417,88,90,3.1831,61,85,49,21,NA,0,NA,19.099,98,+
9693,18.462,80,20,4.138,61,85,NA,101,59,4782.3,0,12.732,98,+
9694,16.234,80,20,4.138,65,85,68,101,37,NA,497.84,13.687,98,+
9695,13.051,80,29,5.093,28,NA,99,101,NA,0,NA,15.915,NA,+
9696,NA,87,2,NA,102,34,99,101,37,0,814.55,NA,98,+
9697,9.5493,80,63,4.4563,NA,14,NA,NA,59,1396.1,0,12.732,98,+
9698,15.597,88,90,NA,61,26,NA,101,59,0,0,15.915,98,+
9699,14.642,36,NA,4.138,61,82,49,NA,59,0,0,15.915,98,+
9700,17.825,88,63,4.4563,61,26,NA,101,59,0,0,15.915,98,+
9701,17.825,80,20,4.138,61,14,49,101,59,0,0,14.324,98,+
9702,17.825,80,NA,NA,61,96,49,101,59,0,0,14.006,98,+
9703,9.8676,NA,42,NA,61,26,49,NA,59,NA,0,NA,98,+
9704,9.8676,80,20,4.138,65,NA,68,101,37,0,0,20.69,98,+
9705,12.096,57,20,4.138,61,NA,103,NA,37,2447.2,0,12.732,98,+
9706,14.006,57,63,4.4563,61,82,49,101,59,0,NA,12.732,NA,+
9707,17.507,87,20,4.138,61,NA,NA,101,NA,0,768.72,15.915,98,+
9708,14.324,80,63,4.4563,28,34,NA,NA,37,0,0,12.732,98,+
9709,13.051,87,NA,4.138,61,85,NA,101,59,NA,0,20.69,98,+
9710,11.777,80,NA,4.138,61,94,103,101,37,0,0,12.732,98,+
9711,18.144,NA,20,4.138,61,NA,49,101,59,0,0,25.465,98,+
9712,10.186,NA,90,3.1831,61,NA,49,101,NA,0,NA,NA,98,+
9713,13.687,80,NA,4.138,NA,82,49,101,59,0,0,12.732,98,+
9714,10.823,57,90,3.1831,65,83,68,101,59,0,0,15.915,98,+
9715,14.961,NA,42,2.8648,61,85,49,101,59,2323,0,14.324,98,+
9716,14.961,88,29,NA,61,82,NA,101,NA,0,0,11.141,NA,+
9717,NA,NA,NA,NA,61,85,49,101,59,NA,NA,12.732,98,+
9718,8.9127,NA,20,4.138,61,82,103,NA,37,0,0,NA,98,+
9719,11.777,80,NA,4.138,NA,94,49,101,59,0,0,12.732,NA,+
9720,NA,80,NA,3.5014,61,71,49,101,59,0,0,12.732,98,+
9721,14.961,80,NA,2.8648,61,NA,NA,101,59,0,0,15.915,98,+
9722,NA,87,29,5.093,61,82,49,NA,59,0,629.3,19.099,98,+
9723,NA,NA,63,NA,61,82,49,101,NA,0,0,12.732,98,+
9724,16.552,80,63,4.4563,28,82,99,101,59,4781,0,15.915,98,+
9725,11.459,80,42,2.8648,65,85,99,NA,59,0,0,19.099,98,+
9726,12.414,80,NA,4.7746,61,82,103,101,37,NA,0,19.099,98,+
9727,12.096,80,90,3.1831,89,58,68,NA,59,0,718.74,17.507,98,+
9728,13.369,80,NA,4.138,61,34,49,101,59,0,NA,NA,98,+
9729,11.777,57,20,4.138,61,82,49,NA,59,0,600.65,12.732,98,+
9730,15.279,80,NA,2.8648,NA,NA,NA,101,NA,0,0,11.777,98,+
9731,20.054,88,20,4.138,61,82,49,17,59,0,629.3,10.186,24,+
9732,12.732,NA,81,NA,61,82,49,101,59,NA,0,17.507,NA,+
9733,12.732,80,90,3.1831,61,26,49,101,59,0,0,15.915,98,+
9734,14.324,87,20,4.138,61,34,49,101,59,NA,NA,12.096,98,+
9735,9.5493,80,90,3.1831,61,58,49,NA,59,0,0,12.732,98,+
9736,12.414,92,20,4.138,28,83,NA,101,59,0,0,12.732,64,+
9737,13.369,88,90,3.1831,61,26,49,101,59,0,0,14.324,98,+
9738,9.231,80,NA,2.8648,NA,85,103,NA,37,0,0,12.732,NA,+
9739,12.096,NA,90,3.1831,61,83,49,21,59,0,0,12.732,98,+
9740,15.279,80,20,4.138,NA,14,49,101,59,0,0,14.324,NA,+
9741,NA,92,81,4.7746,61,NA,NA,17,59,0,0,22.918,50,+
9742,11.459,80,18,3.8197,61,85,49,101,59,0,0,19.099,98,+
9743,11.141,80,90,3.1831,61,82,NA,NA,59,0,NA,NA,98,+
9744,14.324,80,NA,4.138,61,82,49,101,59,0,0,12.732,98,+
9745,13.051,80,NA,3.1831,NA,26,68,101,59,0,0,14.642,98,+
9746,10.504,NA,81,NA,65,82,68,101,NA,0,NA,15.915,98,+
9747,8.9127,80,90,3.1831,61,NA,49,NA,59,0,0,NA,98,+
9748,15.597,NA,NA,4.138,NA,NA,49,21,59,4782.3,0,12.732,98,+
9749,13.369,92,29,5.093,65,34,68,101,37,0,0,12.732,NA,+
9750,17.189,NA,63,4.4563,61,82,49,17,NA,0,0,12.732,50,+
9751,14.961,87,42,2.8648,61,NA,49,NA,NA,0,0,13.369,98,+
9752,11.141,80,42,2.8648,61,NA,49,101,59,0,0,12.732,105,+
9753,NA,92,20,NA,61,34,103,101,37,NA,0,17.507,NA,+
9754,NA,80,42,2.8648,61,96,49,101,59,0,0,12.732,98,+
9755,9.8676,92,NA,5.093,61,34,49,101,59,2323,0,NA,98,+
9756,18.78,80,42,2.8648,61,NA,49,101,NA,0,0,12.732,98,+
9757,14.324,80,19,3.5014,61,NA,103,101,37,0,NA,12.732,98,+
9758,NA,80,NA,2.8648,61,34,70,101,NA,0,NA,NA,98,+
9759,21.327,87,NA,NA,NA,85,49,101,NA,0,0,15.279,98,+
9760,NA,92,29,5.093,61,82,NA,101,59,0,0,NA,NA,+
9761,12.732,80,90,3.1831,61,85,103,101,37,0,0,12.732,98,+
9762,14.006,NA,81,4.7746,NA,82,49,101,59,0,0,22.282,98,+
9763,NA,NA,90,3.1831,NA,26,49,101,59,0,NA,NA,98,+
9764,11.777,80,90,3.1831,NA,26,49,101,59,0,0,15.915,NA,+
9765,16.552,80,2,1.9099,NA,NA,49,101,NA,NA,0,9.5493,NA,+
9766,14.642,57,20,4.138,28,14,68,NA,NA,31831,0,NA,98,+
9767,NA,80,42,2.8648,28,26,NA,101,59,4565.8,0,NA,NA,+
9768,13.369,80,63,4.4563,61,NA,49,101,59,0,0,15.915,98,+
9769,11.777,87,90,3.1831,61,96,49,NA,59,0,0,NA,98,+
9770,13.369,57,63,4.4563,61,82,49,101,59,0,0,11.141,98,+
9771,NA,80,NA,NA,61,34,103,101,37,0,NA,12.732,98,+
9772,15.597,36,NA,3.1831,61,94,49,101,59,0,0,12.732,98,+
9773,NA,88,NA,4.7746,NA,82,49,101,59,NA,629.3,15.915,98,+
9774,13.369,80,42,2.8648,61,34,49,101,59,0,0,11.141,98,+
9775,13.051,80,90,NA,28,71,NA,NA,37,0,0,11.459,NA,+
9776,11.459,NA,NA,3.1831,61,83,49,NA,59,0,0,18.144,NA,+
9777,15.915,NA,42,2.8648,61,58,49,101,59,0,0,NA,NA,+
9778,7.9577,80,20,4.138,65,35,73,101,59,8857.9,0,15.915,98,+
9779,15.279,80,18,NA,61,85,NA,101,NA,0,605.43,12.732,98,+
9780,18.78,80,90,3.1831,NA,34,NA,101,59,0,0,12.732,NA,+
9781,NA,87,42,2.8648,65,71,68,21,NA,4313.1,0,15.915,98,+
9782,14.006,80,NA,4.138,61,82,49,NA,59,NA,0,12.732,98,+
9783,17.507,88,63,NA,NA,NA,49,101,59,0,0,17.507,98,+
9784,14.642,80,42,2.8648,61,NA,49,NA,59,4782.3,0,14.006,NA,+
9785,14.961,87,63,NA,61,34,49,101,59,4782.3,NA,NA,98,+
9786,13.369,80,90,NA,61,NA,49,101,NA,0,0,12.732,98,+
9787,11.777,NA,NA,4.138,61,34,NA,101,59,0,629.3,15.915,98,+
9788,14.642,80,90,3.1831,61,NA,49,101,59,0,NA,NA,98,+
9789,11.459,80,6,0.95493,61,58,49,NA,59,2323,0,12.732,NA,+
9790,11.459,NA,42,2.8648,61,NA,49,101,NA,2323,0,19.099,98,+
9791,14.961,80,NA,2.8648,NA,14,103,101,NA,NA,0,6.3662,NA,+
9792,12.414,NA,20,NA,NA,NA,NA,101,59,0,0,NA,98,+
9793,NA,57,63,4.4563,61,14,49,101,NA,2323,0,12.732,98,+
9794,8.5944,57,20,4.138,61,83,49,NA,59,0,0,14.324,NA,+
9795,17.189,80,90,NA,65,34,NA,101,59,0,0,12.732,NA,+
9796,12.096,80,NA,4.4563,61,NA,49,101,59,0,NA,15.279,98,+
9797,13.051,80,NA,2.5465,61,44,49,101,NA,0,0,NA,98,+
9798,13.687,80,63,4.4563,61,82,103,NA,37,0,NA,NA,98,+
9799,16.87,80,42,2.8648,28,NA,68,101,59,NA,0,12.732,98,+
9800,9.8676,80,90,3.1831,NA,NA,49,101,59,0,0,12.732,98,+
9801,14.961,87,20,4.138,NA,85,49,NA,59,4782.3,0,19.099,98,+
9802,23.555,80,42,NA,61,34,49,101,59,NA,0,12.732,NA,+
9803,NA,80,90,NA,NA,14,49,NA,NA,NA,472.69,22.282,NA,+
9804,16.234,57,29,NA,61,NA,49,101,59,0,600.65,12.732,98,+
9805,14.642,57,20,4.138,NA,82,49,101,NA,0,0,14.324,98,+
9806,10.504,NA,29,5.093,28,NA,68,NA,59,31831,NA,NA,NA,+
9807,NA,NA,42,2.8648,61,NA,49,17,59,0,0,NA,75,+
9808,11.459,80,20,NA,61,82,49,NA,59,0,0,12.732,NA,+
9809,NA,57,63,4.4563,61,82,NA,NA,59,0,0,NA,98,+
9810,13.687,80,42,NA,61,26,49,NA,NA,0,0,12.732,98,+
9811,13.051,57,63,NA,28,82,99,101,37,NA,0,11.459,98,+
9812,12.414,80,42,NA,NA,14,103,101,37,0,NA,12.732,98,+
9813,11.459,88,90,3.1831,61,85,49,101,59,31831,0,6.3662,NA,+
9814,14.006,80,63,4.4563,61,34,NA,101,59,0,0,12.732,98,+
9815,NA,88,NA,2.8648,61,85,49,NA,NA,0,0,15.915,98,+
9816,12.096,87,81,4.7746,NA,NA,49,101,59,0,0,14.324,98,+
9817,20.372,NA,20,NA,61,NA,49,101,NA,0,0,15.915,NA,+
9818,11.141,NA,20,NA,61,85,NA,101,59,0,NA,16.552,98,+
9819,16.234,80,20,4.138,28,34,68,101,59,NA,0,15.915,NA,+
9820,20.054,80,NA,NA,61,NA,49,101,NA,31831,0,12.732,98,+
9821,NA,NA,20,4.138,61,NA,103,101,37,0,0,NA,NA,+
9822,12.096,80,7,1.2732,61,NA,NA,NA,37,0,0,15.915,23,+
9823,11.459,80,42,2.8648,61,58,49,NA,59,0,0,14.006,98,+
9824,13.687,80,63,4.4563,61,34,49,101,59,0,0,NA,98,+
9825,14.642,57,NA,2.5465,NA,71,NA,NA,59,0,0,NA,98,+
9826,14.006,80,NA,4.4563,NA,34,49,NA,59,NA,0,11.141,98,+
9827,NA,NA,20,4.138,61,14,49,101,59,2323,0,12.732,98,+
9828,12.096,80,NA,4.7746,NA,NA,49,101,59,31831,NA,22.282,98,+
9829,NA,NA,42,2.8648,61,NA,49,101,59,NA,588.24,NA,98,+
9830,9.8676,87,90,NA,65,NA,68,101,59,0,0,20.69,98,+
9831,20.69,88,90,3.1831,61,NA,49,101,59,0,692.01,3.1831,98,+
9832,19.099,80,42,2.8648,NA,NA,49,101,59,0,0,14.006,98,+
9833,16.87,NA,42,2.8648,61,NA,49,101,59,0,0,12.732,98,+
9834,14.006,80,90,3.1831,NA,NA,49,101,59,0,0,12.732,98,+
9835,NA,NA,42,2.8648,61,82,NA,21,NA,0,0,19.099,98,+
9836,14.961,80,63,4.4563,28,82,68,NA,59,0,0,12.732,98,+
9837,8.5944,NA,20,4.138,89,82,68,17,59,0,0,12.732,75,+
9838,14.642,80,18,3.8197,61,58,49,101,59,0,0,12.732,NA,+
9839,12.732,80,90,3.1831,61,26,49,101,NA,NA,NA,14.006,98,+
9840,NA,57,20,4.138,NA,83,49,101,59,0,0,30.876,98,+
9841,11.777,80,NA,3.5014,61,14,NA,101,59,2447.2,0,12.732,98,+
9842,NA,NA,20,4.138,61,85,49,101,59,NA,0,16.552,98,+
9843,10.823,80,29,5.093,NA,82,49,101,59,0,NA,14.324,98,+
9844,11.777,87,90,3.1831,61,34,NA,101,NA,987.72,0,15.915,NA,+
9845,16.234,80,90,3.1831,28,34,68,101,37,NA,0,15.915,98,+
9846,12.732,NA,90,3.1831,89,26,99,101,59,1570.5,0,14.961,98,+
9847,NA,36,90,3.1831,61,NA,49,17,59,0,472.69,12.732,98,+
9848,9.231,NA,20,4.138,61,94,49,101,NA,0,0,12.732,98,+
9849,NA,80,63,4.4563,61,34,49,101,59,NA,0,19.099,98,+
9850,11.777,NA,20,4.138,65,82,68,101,59,3348.6,NA,12.732,98,+
9851,14.961,NA,NA,4.4563,61,82,49,NA,59,2447.2,NA,19.099,98,+
9852,18.462,NA,42,2.8648,NA,71,49,101,59,2447.2,0,17.507,98,+
9853,15.915,80,NA,NA,61,34,NA,101,59,0,0,15.915,98,+
9854,NA,80,20,4.138,NA,34,49,NA,59,0,0,19.099,NA,+
9855,13.687,80,81,4.7746,89,94,68,101,NA,0,0,15.915,25,+
9856,13.369,80,NA,3.1831,NA,94,103,101,37,0,NA,NA,98,+
9857,6.0479,80,NA,1.2732,65,NA,68,101,59,0,NA,19.099,98,+
9858,10.504,80,42,NA,61,58,NA,101,59,31831,0,17.825,98,+
9859,15.915,80,90,3.1831,61,94,49,101,59,0,0,19.099,NA,+
9860,12.414,80,29,5.093,61,34,49,101,59,0,0,14.324,98,+
9861,NA,80,42,2.8648,NA,44,49,101,59,NA,NA,12.732,98,+
9862,15.597,NA,63,4.4563,NA,83,49,101,59,0,0,12.732,98,+
9863,16.552,NA,81,NA,28,34,68,101,NA,0,814.55,19.099,NA,+
9864,11.777,80,20,4.138,61,14,NA,101,59,0,0,15.915,98,+
9865,9.8676,80,20,4.138,61,34,49,NA,59,0,0,12.732,98,+
9866,NA,80,42,2.8648,61,71,49,101,59,NA,NA,NA,98,+
9867,NA,87,NA,3.1831,61,85,49,NA,59,0,NA,17.189,98,+
9868,13.369,80,NA,4.138,61,34,49,101,59,0,0,12.732,98,+
9869,7.9577,80,NA,4.138,61,82,NA,101,59,0,0,14.324,98,+
9870,16.234,80,63,NA,61,NA,49,101,59,0,0,NA,98,+
9871,NA,NA,42,NA,61,NA,49,NA,59,0,0,9.5493,98,+
9872,9.8676,80,NA,2.8648,61,26,49,101,59,NA,0,13.687,98,+
9873,NA,NA,90,NA,61,NA,49,101,59,NA,0,13.369,NA,+
9874,13.687,80,NA,3.1831,61,85,49,101,59,0,0,13.687,98,+
9875,NA,NA,42,2.8648,NA,26,68,101,59,4313.1,0,14.006,NA,+
9876,13.369,57,NA,4.138,61,82,103,101,NA,NA,0,15.915,98,+
9877,NA,80,90,3.1831,NA,34,49,101,59,0,0,12.732,98,+
9878,NA,80,20,NA,NA,58,49,101,59,0,NA,15.915,NA,+
9879,13.369,NA,42,NA,61,26,NA,NA,NA,0,0,12.732,98,+
9880,14.324,57,NA,4.138,61,83,49,101,59,0,0,15.915,98,+
9881,NA,57,42,2.8648,61,82,49,101,59,4782.3,0,12.732,98,+
9882,9.231,80,NA,2.8648,NA,NA,49,101,59,0,NA,17.507,NA,+
9883,NA,NA,90,NA,61,58,49,101,59,0,0,NA,98,+
9884,10.504,80,20,4.138,61,34,49,101,59,0,605.43,14.324,98,+
9885,14.961,NA,42,2.8648,61,96,49,21,59,NA,0,NA,98,+
9886,11.777,57,90,3.1831,61,94,103,101,37,2323,0,NA,NA,+
9887,16.234,80,20,4.138,61,85,49,101,59,NA,NA,12.732,98,+
9888,13.687,NA,90,NA,61,96,49,101,59,0,0,19.099,98,+
9889,11.777,NA,NA,NA,61,34,49,101,59,0,0,19.099,NA,+
9890,23.237,57,63,NA,61,82,NA,101,59,NA,NA,3.1831,76,+
9891,11.141,80,NA,4.138,61,NA,NA,101,37,2323,0,NA,NA,+
9892,NA,87,20,4.138,61,34,49,101,59,NA,0,12.732,98,+
9893,12.096,88,90,3.1831,61,58,49,101,59,0,0,14.324,NA,+
9894,NA,36,63,4.4563,61,14,49,101,NA,0,0,12.732,NA,+
9895,14.324,80,20,4.138,61,34,49,101,59,NA,0,15.915,98,+
9896,17.189,80,90,NA,61,85,49,101,59,0,0,14.324,98,+
9897,15.915,57,20,NA,NA,82,NA,101,37,0,0,12.732,98,+
9898,15.597,80,42,2.8648,61,NA,49,101,59,0,0,15.279,98,+
9899,14.642,80,90,3.1831,61,26,49,101,59,0,605.43,15.915,98,+
9900,NA,80,90,3.1831,61,34,49,101,NA,2447.2,0,NA,98,+
9901,11.141,NA,42,2.8648,61,26,49,NA,59,987.72,0,NA,98,+
9902,10.504,80,29,5.093,61,NA,49,101,59,0,0,19.099,98,+
9903,10.823,80,63,4.4563,61,82,NA,101,59,2447.2,0,NA,98,+
9904,21.327,NA,81,NA,61,NA,NA,101,NA,2042.9,0,3.1831,98,+
9905,11.777,80,42,NA,61,NA,49,101,59,0,0,NA,NA,+
9906,15.279,80,NA,4.4563,61,82,49,NA,59,0,0,NA,NA,+
9907,15.915,80,42,2.8648,61,94,49,101,59,0,NA,12.732,98,+
9908,NA,80,20,4.138,61,85,49,101,59,0,629.3,19.099,98,+
9909,14.961,57,NA,3.5014,61,34,NA,101,59,0,NA,12.732,98,+
9910,11.777,80,NA,4.138,NA,82,99,101,37,1570.5,NA,10.186,98,+
9911,NA,NA,81,4.7746,NA,82,NA,101,59,0,0,11.141,98,+
9912,14.961,88,NA,2.8648,61,NA,103,101,NA,0,0,6.3662,NA,+
9913,10.504,80,63,4.4563,61,82,49,101,59,0,0,14.324,NA,+
9914,21.008,NA,90,NA,61,NA,49,101,59,0,580.92,12.732,98,+
9915,14.324,80,90,3.1831,61,85,49,NA,NA,0,0,20.69,98,+
9916,10.823,80,42,2.8648,61,26,49,101,59,0,0,17.507,98,+
9917,15.279,92,NA,3.1831,61,26,49,101,59,0,0,NA,NA,+
9918,NA,NA,NA,NA,61,26,49,21,NA,0,0,12.732,NA,+
9919,19.099,88,42,2.8648,61,26,49,101,59,0,NA,13.369,98,+
9920,13.369,80,NA,4.138,61,34,49,101,59,NA,0,17.507,98,+
9921,9.231,80,NA,4.4563,61,34,NA,NA,37,0,0,12.732,98,+
9922,10.823,80,20,NA,28,82,99,101,37,NA,0,12.732,NA,+
9923,NA,80,NA,4.138,61,34,49,21,59,0,NA,12.732,98,+
9924,14.642,87,19,3.5014,61,34,49,101,59,NA,0,19.099,NA,+
9925,16.234,80,NA,5.093,28,NA,68,101,37,1523.7,0,19.099,98,+
9926,NA,80,20,4.138,61,34,NA,NA,59,0,0,15.915,98,+
9927,16.552,NA,42,NA,NA,NA,49,101,59,NA,NA,12.732,98,+
9928,NA,36,20,4.138,NA,85,49,NA,NA,2447.2,0,13.369,98,+
9929,9.5493,80,NA,3.8197,NA,34,103,101,37,0,0,15.915,95,+
9930,NA,36,20,4.138,61,NA,49,101,59,0,NA,12.732,98,+
9931,15.597,80,19,3.5014,61,82,49,101,59,NA,0,12.732,39,+
9932,18.144,NA,6,0.95493,61,NA,49,101,59,2323,0,NA,98,+
9933,11.141,92,42,2.8648,61,83,NA,101,59,0,0,12.732,98,+
9934,17.507,80,63,4.4563,61,NA,49,NA,59,0,0,15.915,98,+
9935,18.78,80,63,NA,61,NA,49,101,59,0,NA,NA,98,+
9936,12.414,80,63,4.4563,61,82,103,101,37,0,NA,NA,98,+
9937,14.006,88,NA,NA,61,82,NA,101,59,0,605.43,12.732,98,+
9938,12.414,80,63,4.4563,61,34,103,101,NA,NA,768.72,20.69,98,+
9939,10.186,NA,81,4.7746,61,82,49,101,59,0,0,12.732,98,+
9940,9.8676,80,42,2.8648,NA,82,49,101,59,NA,0,14.324,98,+
9941,11.141,88,81,4.7746,61,NA,49,NA,NA,NA,0,15.915,NA,+
9942,10.823,NA,42,2.8648,61,96,49,101,59,0,NA,23.873,64,+
9943,10.186,NA,20,4.138,NA,34,49,101,NA,0,0,12.732,98,+
9944,11.459,80,81,4.7746,65,82,68,69,59,0,0,12.732,50,+
9945,16.87,88,20,4.138,NA,85,99,NA,NA,0,NA,19.099,98,+
9946,12.414,57,20,4.138,61,82,49,101,59,0,0,NA,98,+
9947,10.823,80,20,4.138,61,82,103,101,37,0,600.65,NA,98,+
9948,14.324,80,NA,4.7746,NA,82,49,101,59,0,0,19.099,NA,+
9949,NA,80,42,2.8648,NA,34,49,101,59,0,NA,19.099,98,+
9950,15.279,80,20,4.138,61,34,49,17,59,0,0,12.732,55,+
9951,18.78,80,90,3.1831,61,34,49,101,59,0,0,12.732,98,+
9952,9.231,80,NA,4.138,61,44,49,NA,59,1396.1,0,NA,NA,+
9953,16.87,57,63,4.4563,NA,NA,68,101,NA,4565.8,0,15.915,98,+
9954,13.369,NA,20,4.138,65,82,NA,NA,37,0,497.84,NA,98,+
9955,20.054,87,81,4.7746,61,NA,NA,101,NA,4782.3,NA,15.915,98,+
9956,12.414,NA,42,2.8648,61,26,NA,101,59,2323,0,12.732,98,+
9957,14.006,80,42,2.8648,61,96,49,101,59,0,0,20.69,NA,+
9958,18.78,80,42,2.8648,61,83,49,101,59,0,0,7.6394,98,+
9959,NA,NA,NA,3.5014,NA,NA,49,101,NA,987.72,0,19.099,98,+
9960,NA,80,20,NA,61,82,49,101,59,NA,0,15.915,98,+
9961,12.414,36,90,NA,61,NA,70,101,NA,0,0,14.324,NA,+
9962,12.096,80,NA,4.138,61,34,49,NA,59,0,0,NA,NA,+
9963,13.369,80,63,4.4563,61,34,NA,NA,NA,NA,0,NA,98,+
9964,11.141,NA,20,4.138,NA,34,49,101,59,0,NA,15.915,98,+
9965,11.777,80,63,NA,NA,34,49,NA,59,4782.3,0,14.324,98,+
